Customer_ID,Age_group,Gender,Loyality_Status
CU07690,26-35,Female,Gold
CU07691,46-60,Female,Silver
CU07692,18-25,Male,Gold
CU07693,36-45,Male,Bronze
CU07694,46-60,Female,Non-Member
CU07695,36-45,Male,Gold
CU07696,60+,Male,Bronze
CU07697,18-25,Female,Gold
CU07698,36-45,Male,Silver
CU07699,46-60,Female,Bronze
CU07700,26-35,Male,Silver
CU07701,60+,Female,Silver
CU07702,36-45,Female,Non-Member
CU07703,18-25,Male,Non-Member
CU07704,26-35,Female,Gold
CU07705,36-45,Female,Bronze
CU07706,26-35,Male,Gold
CU07707,46-60,Male,Non-Member
CU07708,18-25,Female,Gold
CU07709,26-35,Male,Silver
CU07710,60+,Male,Silver
CU07711,60+,Female,Gold
CU07712,18-25,Male,Gold
CU07713,18-25,Female,Non-Member
CU07714,36-45,Male,Silver
CU07715,18-25,Male,Non-Member
CU07716,36-45,Male,Bronze
CU07717,26-35,Female,Non-Member
CU07718,60+,Male,Gold
CU07719,26-35,Male,Non-Member
CU07720,18-25,Female,Silver
CU07721,46-60,Female,Silver
CU07722,26-35,Male,Bronze
CU07723,46-60,Male,Non-Member
CU07724,60+,Male,Non-Member
CU07725,18-25,Female,Non-Member
CU07726,26-35,Female,Bronze
CU07727,26-35,Male,Non-Member
CU07728,46-60,Male,Non-Member
CU07729,36-45,Female,Gold
CU07730,36-45,Female,Silver
CU07731,60+,Male,Gold
CU07732,46-60,Female,Silver
CU07733,60+,Male,Non-Member
CU07734,26-35,Male,Gold
CU07735,36-45,Male,Non-Member
CU07736,18-25,Male,Bronze
CU07737,46-60,Male,Non-Member
CU07738,26-35,Male,Gold
CU07739,60+,Female,Gold
CU07740,46-60,Male,Bronze
CU07741,36-45,Male,Gold
CU07742,36-45,Male,Silver
CU07743,46-60,Female,Non-Member
CU07744,18-25,Female,Gold
CU07745,36-45,Female,Bronze
CU07746,26-35,Male,Silver
CU07747,18-25,Female,Gold
CU07748,60+,Male,Bronze
CU07749,60+,Female,Gold
CU07750,18-25,Female,Non-Member
CU07751,60+,Male,Silver
CU07752,18-25,Female,Bronze
CU07753,36-45,Male,Gold
CU07754,60+,Female,Non-Member
CU07755,46-60,Female,Bronze
CU07756,26-35,Female,Gold
CU07757,36-45,Female,Bronze
CU07758,46-60,Female,Gold
CU07759,60+,Female,Bronze
CU07760,26-35,Female,Bronze
CU07761,60+,Female,Bronze
CU07762,18-25,Female,Bronze
CU07763,18-25,Male,Non-Member
CU07764,26-35,Male,Gold
CU07765,60+,Male,Bronze
CU07766,26-35,Female,Non-Member
CU07767,18-25,Male,Bronze
CU07768,18-25,Female,Bronze
CU07769,60+,Female,Bronze
CU07770,18-25,Female,Gold
CU07771,36-45,Female,Bronze
CU07772,18-25,Female,Bronze
CU07773,36-45,Male,Non-Member
CU07774,60+,Male,Silver
CU07775,18-25,Male,Bronze
CU07776,60+,Female,Bronze
CU07777,60+,Male,Silver
CU07778,26-35,Female,Silver
CU07779,46-60,Male,Silver
CU07780,26-35,Male,Gold
CU07781,60+,Male,Gold
CU07782,60+,Male,Bronze
CU07783,46-60,Female,Non-Member
CU07784,36-45,Male,Non-Member
CU07785,46-60,Female,Bronze
CU07786,60+,Male,Silver
CU07787,60+,Male,Gold
CU07788,46-60,Female,Non-Member
CU07789,18-25,Female,Bronze
CU07790,18-25,Male,Bronze
CU07791,18-25,Male,Gold
CU07792,18-25,Female,Silver
CU07793,26-35,Female,Gold
CU07794,26-35,Female,Gold
CU07795,36-45,Female,Non-Member
CU07796,60+,Male,Bronze
CU07797,60+,Female,Bronze
CU07798,26-35,Female,Bronze
CU07799,36-45,Female,Bronze
CU07800,60+,Female,Bronze
CU07801,46-60,Male,Silver
CU07802,18-25,Female,Silver
CU07803,46-60,Male,Gold
CU07804,46-60,Female,Bronze
CU07805,26-35,Male,Gold
CU07806,46-60,Male,Silver
CU07807,60+,Female,Gold
CU07808,60+,Male,Silver
CU07809,46-60,Male,Non-Member
CU07810,60+,Male,Bronze
CU07811,46-60,Male,Silver
CU07812,36-45,Female,Bronze
CU07813,46-60,Female,Silver
CU07814,18-25,Male,Gold
CU07815,60+,Male,Silver
CU07816,26-35,Female,Bronze
CU07817,26-35,Male,Bronze
CU07818,36-45,Male,Silver
CU07819,26-35,Male,Bronze
CU07820,36-45,Female,Gold
CU07821,46-60,Male,Silver
CU07822,36-45,Female,Bronze
CU07823,60+,Male,Silver
CU07824,46-60,Male,Non-Member
CU07825,36-45,Female,Non-Member
CU07826,36-45,Female,Silver
CU07827,26-35,Female,Non-Member
CU07828,36-45,Female,Silver
CU07829,26-35,Female,Gold
CU07830,26-35,Female,Gold
CU07831,18-25,Male,Silver
CU07832,60+,Female,Silver
CU07833,36-45,Female,Non-Member
CU07834,26-35,Female,Gold
CU07835,26-35,Male,Bronze
CU07836,46-60,Male,Bronze
CU07837,26-35,Male,Silver
CU07838,46-60,Male,Gold
CU07839,36-45,Female,Bronze
CU07840,46-60,Male,Silver
CU07841,36-45,Male,Gold
CU07842,36-45,Female,Silver
CU07843,18-25,Female,Gold
CU07844,46-60,Female,Gold
CU07845,46-60,Female,Silver
CU07846,46-60,Male,Silver
CU07847,36-45,Male,Gold
CU07848,46-60,Female,Non-Member
CU07849,46-60,Male,Silver
CU07850,46-60,Male,Bronze
CU07851,60+,Male,Non-Member
CU07852,18-25,Male,Gold
CU07853,26-35,Female,Bronze
CU07854,18-25,Male,Gold
CU07855,26-35,Female,Gold
CU07856,46-60,Female,Silver
CU07857,36-45,Male,Silver
CU07858,46-60,Male,Non-Member
CU07859,46-60,Male,Silver
CU07860,18-25,Female,Non-Member
CU07861,18-25,Female,Bronze
CU07862,26-35,Male,Silver
CU07863,18-25,Female,Silver
CU07864,46-60,Male,Non-Member
CU07865,60+,Female,Gold
CU07866,46-60,Female,Bronze
CU07867,36-45,Female,Bronze
CU07868,36-45,Male,Gold
CU07869,18-25,Male,Non-Member
CU07870,46-60,Male,Silver
CU07871,18-25,Female,Silver
CU07872,18-25,Male,Silver
CU07873,60+,Male,Silver
CU07874,18-25,Female,Gold
CU07875,46-60,Male,Non-Member
CU07876,60+,Female,Silver
CU07877,18-25,Male,Bronze
CU07878,36-45,Male,Non-Member
CU07879,18-25,Male,Bronze
CU07880,18-25,Male,Silver
CU07881,36-45,Male,Silver
CU07882,60+,Male,Bronze
CU07883,60+,Male,Gold
CU07884,36-45,Female,Non-Member
CU07885,60+,Female,Silver
CU07886,36-45,Female,Bronze
CU07887,46-60,Female,Gold
CU07888,26-35,Male,Bronze
CU07889,18-25,Male,Non-Member
CU07890,60+,Male,Bronze
CU07891,46-60,Female,Non-Member
CU07892,18-25,Male,Gold
CU07893,26-35,Male,Silver
CU07894,36-45,Female,Silver
CU07895,18-25,Male,Bronze
CU07896,60+,Male,Silver
CU07897,36-45,Male,Non-Member
CU07898,26-35,Female,Non-Member
CU07899,46-60,Male,Silver
CU07900,60+,Male,Silver
CU07901,46-60,Female,Bronze
CU07902,18-25,Male,Gold
CU07903,18-25,Male,Bronze
CU07904,26-35,Female,Gold
CU07905,60+,Female,Silver
CU07906,36-45,Male,Non-Member
CU07907,18-25,Male,Gold
CU07908,60+,Female,Gold
CU07909,26-35,Male,Gold
CU07910,46-60,Male,Gold
CU07911,36-45,Female,Bronze
CU07912,18-25,Female,Silver
CU07913,60+,Female,Gold
CU07914,60+,Male,Bronze
CU07915,26-35,Female,Bronze
CU07916,18-25,Female,Silver
CU07917,18-25,Female,Bronze
CU07918,26-35,Male,Silver
CU07919,26-35,Female,Bronze
CU07920,60+,Female,Non-Member
CU07921,46-60,Female,Non-Member
CU07922,46-60,Female,Gold
CU07923,26-35,Female,Gold
CU07924,36-45,Female,Silver
CU07925,36-45,Female,Gold
CU07926,18-25,Female,Bronze
CU07927,18-25,Male,Bronze
CU07928,26-35,Female,Bronze
CU07929,18-25,Male,Gold
CU07930,60+,Male,Gold
CU07931,60+,Female,Bronze
CU07932,36-45,Male,Bronze
CU07933,60+,Female,Silver
CU07934,60+,Female,Bronze
CU07935,18-25,Female,Gold
CU07936,26-35,Female,Silver
CU07937,46-60,Male,Non-Member
CU07938,18-25,Male,Bronze
CU07939,46-60,Male,Bronze
CU07940,26-35,Female,Bronze
CU07941,60+,Male,Silver
CU07942,26-35,Male,Gold
CU07943,26-35,Male,Non-Member
CU07944,18-25,Female,Non-Member
CU07945,18-25,Female,Gold
CU07946,36-45,Female,Non-Member
CU07947,36-45,Female,Gold
CU07948,26-35,Male,Bronze
CU07949,18-25,Male,Non-Member
CU07950,46-60,Female,Gold
CU07951,46-60,Female,Non-Member
CU07952,36-45,Female,Silver
CU07953,36-45,Female,Silver
CU07954,36-45,Male,Bronze
CU07955,46-60,Male,Gold
CU07956,18-25,Male,Silver
CU07957,26-35,Male,Gold
CU07958,18-25,Female,Bronze
CU07959,26-35,Male,Gold
CU07960,26-35,Male,Non-Member
CU07961,60+,Female,Bronze
CU07962,36-45,Female,Gold
CU07963,60+,Female,Non-Member
CU07964,46-60,Female,Bronze
CU07965,46-60,Female,Bronze
CU07966,36-45,Female,Bronze
CU07967,46-60,Male,Bronze
CU07968,18-25,Female,Silver
CU07969,60+,Female,Silver
CU07970,60+,Male,Silver
CU07971,46-60,Female,Non-Member
CU07972,36-45,Male,Non-Member
CU07973,36-45,Female,Gold
CU07974,18-25,Male,Gold
CU07975,60+,Female,Silver
CU07976,26-35,Female,Non-Member
CU07977,26-35,Female,Bronze
CU07978,36-45,Male,Silver
CU07979,60+,Male,Silver
CU07980,46-60,Female,Non-Member
CU07981,36-45,Male,Silver
CU07982,46-60,Female,Bronze
CU07983,26-35,Female,Silver
CU07984,60+,Male,Non-Member
CU07985,36-45,Male,Silver
CU07986,18-25,Male,Bronze
CU07987,46-60,Female,Bronze
CU07988,60+,Female,Bronze
CU07989,18-25,Male,Gold
CU07990,46-60,Male,Bronze
CU07991,60+,Male,Silver
CU07992,60+,Female,Non-Member
CU07993,36-45,Female,Non-Member
CU07994,36-45,Male,Gold
CU07995,18-25,Female,Bronze
CU07996,26-35,Male,Bronze
CU07997,26-35,Male,Bronze
CU07998,26-35,Male,Gold
CU07999,36-45,Female,Bronze
CU08000,60+,Female,Bronze
CU08001,18-25,Female,Gold
CU08002,46-60,Male,Bronze
CU08003,26-35,Male,Gold
CU08004,18-25,Male,Silver
CU08005,26-35,Female,Silver
CU08006,60+,Male,Non-Member
CU08007,36-45,Male,Silver
CU08008,46-60,Male,Bronze
CU08009,36-45,Male,Gold
CU08010,18-25,Female,Bronze
CU08011,18-25,Male,Gold
CU08012,46-60,Male,Silver
CU08013,26-35,Male,Gold
CU08014,60+,Male,Silver
CU08015,26-35,Female,Bronze
CU08016,18-25,Male,Bronze
CU08017,46-60,Female,Non-Member
CU08018,18-25,Male,Bronze
CU08019,60+,Male,Silver
CU08020,36-45,Male,Bronze
CU08021,46-60,Male,Silver
CU08022,26-35,Male,Gold
CU08023,18-25,Female,Non-Member
CU08024,46-60,Female,Non-Member
CU08025,46-60,Female,Gold
CU08026,18-25,Female,Bronze
CU08027,26-35,Female,Non-Member
CU08028,18-25,Male,Silver
CU08029,18-25,Female,Silver
CU08030,26-35,Female,Bronze
CU08031,46-60,Male,Bronze
CU08032,46-60,Male,Non-Member
CU08033,60+,Female,Silver
CU08034,36-45,Female,Non-Member
CU08035,46-60,Male,Silver
CU08036,18-25,Male,Silver
CU08037,26-35,Male,Non-Member
CU08038,26-35,Male,Bronze
CU08039,18-25,Female,Gold
CU08040,26-35,Female,Bronze
CU08041,46-60,Male,Silver
CU08042,18-25,Male,Silver
CU08043,60+,Female,Silver
CU08044,46-60,Female,Gold
CU08045,46-60,Male,Non-Member
CU08046,46-60,Female,Silver
CU08047,46-60,Male,Silver
CU08048,36-45,Male,Bronze
CU08049,36-45,Female,Bronze
CU08050,18-25,Female,Gold
CU08051,18-25,Female,Non-Member
CU08052,36-45,Male,Silver
CU08053,60+,Female,Non-Member
CU08054,60+,Male,Silver
CU08055,18-25,Female,Non-Member
CU08056,26-35,Female,Non-Member
CU08057,18-25,Male,Silver
CU08058,18-25,Female,Bronze
CU08059,26-35,Male,Gold
CU08060,26-35,Male,Bronze
CU08061,60+,Male,Bronze
CU08062,46-60,Female,Bronze
CU08063,36-45,Male,Non-Member
CU08064,60+,Male,Gold
CU08065,46-60,Female,Silver
CU08066,26-35,Female,Gold
CU08067,60+,Male,Non-Member
CU08068,46-60,Female,Non-Member
CU08069,60+,Female,Non-Member
CU08070,18-25,Male,Gold
CU08071,46-60,Female,Gold
CU08072,18-25,Female,Gold
CU08073,36-45,Male,Non-Member
CU08074,36-45,Female,Non-Member
CU08075,36-45,Male,Gold
CU08076,18-25,Male,Silver
CU08077,36-45,Male,Bronze
CU08078,60+,Male,Non-Member
CU08079,36-45,Female,Silver
CU08080,46-60,Female,Gold
CU08081,36-45,Male,Gold
CU08082,18-25,Female,Silver
CU08083,46-60,Female,Silver
CU08084,36-45,Male,Gold
CU08085,18-25,Female,Silver
CU08086,18-25,Female,Non-Member
CU08087,26-35,Male,Non-Member
CU08088,36-45,Male,Gold
CU08089,18-25,Female,Non-Member
CU08090,36-45,Female,Bronze
CU08091,18-25,Male,Silver
CU08092,26-35,Male,Non-Member
CU08093,36-45,Male,Non-Member
CU08094,26-35,Male,Gold
CU08095,46-60,Male,Silver
CU08096,60+,Female,Non-Member
CU08097,46-60,Female,Silver
CU08098,60+,Female,Non-Member
CU08099,60+,Female,Silver
CU08100,18-25,Male,Gold
CU08101,26-35,Female,Bronze
CU08102,26-35,Female,Silver
CU08103,60+,Female,Bronze
CU08104,46-60,Male,Gold
CU08105,60+,Male,Silver
CU08106,60+,Female,Bronze
CU08107,60+,Male,Non-Member
CU08108,60+,Male,Silver
CU08109,60+,Male,Non-Member
CU08110,36-45,Female,Silver
CU08111,46-60,Female,Non-Member
CU08112,18-25,Female,Silver
CU08113,46-60,Female,Non-Member
CU08114,46-60,Female,Gold
CU08115,60+,Male,Non-Member
CU08116,46-60,Male,Gold
CU08117,46-60,Male,Gold
CU08118,26-35,Female,Gold
CU08119,36-45,Female,Gold
CU08120,60+,Female,Non-Member
CU08121,60+,Female,Bronze
CU08122,26-35,Male,Silver
CU08123,60+,Male,Gold
CU08124,46-60,Female,Gold
CU08125,60+,Male,Gold
CU08126,46-60,Male,Gold
CU08127,46-60,Male,Non-Member
CU08128,46-60,Female,Gold
CU08129,46-60,Male,Silver
CU08130,26-35,Female,Gold
CU08131,46-60,Female,Gold
CU08132,60+,Female,Bronze
CU08133,46-60,Male,Silver
CU08134,60+,Female,Non-Member
CU08135,60+,Male,Non-Member
CU08136,46-60,Female,Bronze
CU08137,26-35,Female,Non-Member
CU08138,26-35,Female,Gold
CU08139,60+,Male,Gold
CU08140,46-60,Male,Gold
CU08141,46-60,Female,Bronze
CU08142,36-45,Female,Non-Member
CU08143,46-60,Male,Bronze
CU08144,36-45,Male,Gold
CU08145,36-45,Male,Gold
CU08146,26-35,Female,Non-Member
CU08147,60+,Male,Non-Member
CU08148,36-45,Male,Gold
CU08149,36-45,Male,Non-Member
CU08150,36-45,Female,Bronze
CU08151,18-25,Female,Gold
CU08152,36-45,Male,Silver
CU08153,46-60,Female,Gold
CU08154,46-60,Female,Bronze
CU08155,36-45,Male,Gold
CU08156,46-60,Female,Silver
CU08157,46-60,Male,Gold
CU08158,36-45,Female,Gold
CU08159,26-35,Female,Non-Member
CU08160,18-25,Female,Silver
CU08161,60+,Female,Bronze
CU08162,46-60,Male,Gold
CU08163,36-45,Female,Non-Member
CU08164,36-45,Male,Gold
CU08165,36-45,Male,Non-Member
CU08166,60+,Male,Non-Member
CU08167,36-45,Male,Bronze
CU08168,26-35,Male,Non-Member
CU08169,18-25,Female,Bronze
CU08170,46-60,Male,Gold
CU08171,46-60,Female,Gold
CU08172,36-45,Female,Bronze
CU08173,60+,Male,Bronze
CU08174,36-45,Male,Gold
CU08175,26-35,Female,Bronze
CU08176,60+,Male,Bronze
CU08177,26-35,Female,Silver
CU08178,18-25,Male,Silver
CU08179,46-60,Male,Silver
CU08180,26-35,Male,Gold
CU08181,46-60,Female,Gold
CU08182,26-35,Male,Bronze
CU08183,26-35,Female,Non-Member
CU08184,46-60,Female,Non-Member
CU08185,26-35,Male,Non-Member
CU08186,26-35,Female,Non-Member
CU08187,26-35,Male,Bronze
CU08188,26-35,Female,Gold
CU08189,18-25,Male,Bronze
CU08190,60+,Female,Non-Member
CU08191,60+,Male,Non-Member
CU08192,60+,Male,Gold
CU08193,26-35,Male,Non-Member
CU08194,36-45,Female,Bronze
CU08195,18-25,Male,Non-Member
CU08196,26-35,Male,Non-Member
CU08197,60+,Male,Gold
CU08198,46-60,Male,Bronze
CU08199,18-25,Male,Bronze
CU08200,60+,Female,Silver
CU08201,26-35,Male,Silver
CU08202,46-60,Female,Gold
CU08203,36-45,Female,Gold
CU08204,46-60,Male,Non-Member
CU08205,36-45,Male,Silver
CU08206,46-60,Female,Non-Member
CU08207,26-35,Male,Bronze
CU08208,18-25,Male,Gold
CU08209,18-25,Male,Non-Member
CU08210,60+,Female,Bronze
CU08211,26-35,Female,Silver
CU08212,36-45,Male,Silver
CU08213,46-60,Female,Bronze
CU08214,26-35,Female,Gold
CU08215,18-25,Male,Silver
CU08216,60+,Female,Silver
CU08217,26-35,Female,Silver
CU08218,46-60,Male,Gold
CU08219,60+,Male,Bronze
CU08220,26-35,Male,Silver
CU08221,46-60,Male,Bronze
CU08222,26-35,Female,Silver
CU08223,36-45,Male,Gold
CU08224,60+,Male,Silver
CU08225,46-60,Female,Silver
CU08226,26-35,Female,Silver
CU08227,36-45,Female,Gold
CU08228,18-25,Female,Gold
CU08229,60+,Male,Bronze
CU08230,18-25,Male,Non-Member
CU08231,18-25,Female,Silver
CU08232,36-45,Female,Non-Member
CU08233,60+,Female,Gold
CU08234,26-35,Male,Bronze
CU08235,60+,Male,Bronze
CU08236,36-45,Male,Gold
CU08237,36-45,Male,Bronze
CU08238,60+,Female,Bronze
CU08239,46-60,Female,Non-Member
CU08240,36-45,Female,Silver
CU08241,46-60,Male,Gold
CU08242,26-35,Female,Silver
CU08243,36-45,Female,Gold
CU08244,26-35,Female,Gold
CU08245,60+,Male,Gold
CU08246,18-25,Male,Bronze
CU08247,18-25,Female,Non-Member
CU08248,36-45,Female,Gold
CU08249,18-25,Male,Gold
CU08250,60+,Female,Gold
CU08251,36-45,Male,Gold
CU08252,60+,Male,Silver
CU08253,18-25,Male,Bronze
CU08254,60+,Female,Non-Member
CU08255,26-35,Male,Bronze
CU08256,18-25,Female,Gold
CU08257,46-60,Male,Gold
CU08258,60+,Male,Non-Member
CU08259,26-35,Male,Bronze
CU08260,18-25,Female,Gold
CU08261,46-60,Male,Gold
CU08262,60+,Male,Gold
CU08263,60+,Male,Bronze
CU08264,36-45,Male,Gold
CU08265,18-25,Female,Non-Member
CU08266,36-45,Female,Gold
CU08267,26-35,Male,Silver
CU08268,60+,Male,Silver
CU08269,60+,Female,Bronze
CU08270,18-25,Female,Non-Member
CU08271,60+,Female,Silver
CU08272,60+,Female,Non-Member
CU08273,60+,Female,Gold
CU08274,18-25,Male,Silver
CU08275,18-25,Male,Non-Member
CU08276,26-35,Male,Silver
CU08277,18-25,Male,Non-Member
CU08278,60+,Female,Bronze
CU08279,18-25,Female,Non-Member
CU08280,26-35,Male,Silver
CU08281,18-25,Male,Silver
CU08282,18-25,Female,Bronze
CU08283,46-60,Male,Non-Member
CU08284,36-45,Female,Non-Member
CU08285,46-60,Male,Bronze
CU08286,26-35,Male,Bronze
CU08287,18-25,Male,Non-Member
CU08288,18-25,Male,Silver
CU08289,36-45,Male,Silver
CU08290,26-35,Male,Bronze
CU08291,18-25,Female,Non-Member
CU08292,36-45,Female,Gold
CU08293,18-25,Male,Silver
CU08294,18-25,Male,Gold
CU08295,18-25,Female,Non-Member
CU08296,18-25,Female,Silver
CU08297,46-60,Male,Gold
CU08298,26-35,Female,Silver
CU08299,18-25,Female,Gold
CU08300,46-60,Male,Non-Member
CU08301,36-45,Female,Non-Member
CU08302,60+,Female,Silver
CU08303,18-25,Male,Bronze
CU08304,36-45,Female,Bronze
CU08305,46-60,Female,Bronze
CU08306,36-45,Male,Bronze
CU08307,46-60,Female,Gold
CU08308,60+,Female,Bronze
CU08309,46-60,Male,Bronze
CU08310,60+,Female,Non-Member
CU08311,46-60,Female,Bronze
CU08312,18-25,Female,Non-Member
CU08313,36-45,Male,Bronze
CU08314,18-25,Male,Non-Member
CU08315,46-60,Male,Silver
CU08316,36-45,Male,Non-Member
CU08317,46-60,Male,Silver
CU08318,26-35,Female,Bronze
CU08319,18-25,Male,Silver
CU08320,46-60,Male,Silver
CU08321,46-60,Female,Silver
CU08322,18-25,Female,Non-Member
CU08323,18-25,Male,Bronze
CU08324,18-25,Female,Bronze
CU08325,60+,Male,Non-Member
CU08326,46-60,Female,Gold
CU08327,18-25,Male,Silver
CU08328,36-45,Female,Gold
CU08329,26-35,Female,Gold
CU08330,18-25,Male,Gold
CU08331,60+,Female,Gold
CU08332,36-45,Male,Gold
CU08333,18-25,Male,Bronze
CU08334,36-45,Female,Bronze
CU08335,46-60,Male,Non-Member
CU08336,18-25,Female,Gold
CU08337,26-35,Male,Non-Member
CU08338,60+,Female,Silver
CU08339,18-25,Male,Bronze
CU08340,36-45,Female,Bronze
CU08341,46-60,Female,Silver
CU08342,60+,Female,Gold
CU08343,60+,Female,Non-Member
CU08344,26-35,Female,Non-Member
CU08345,26-35,Male,Silver
CU08346,18-25,Male,Non-Member
CU08347,18-25,Male,Gold
CU08348,36-45,Male,Gold
CU08349,46-60,Female,Gold
CU08350,18-25,Female,Silver
CU08351,18-25,Female,Silver
CU08352,46-60,Male,Silver
CU08353,26-35,Female,Non-Member
CU08354,60+,Female,Silver
CU08355,60+,Male,Non-Member
CU08356,36-45,Male,Non-Member
CU08357,60+,Female,Gold
CU08358,36-45,Male,Non-Member
CU08359,18-25,Female,Non-Member
CU08360,46-60,Female,Bronze
CU08361,26-35,Female,Non-Member
CU08362,26-35,Female,Silver
CU08363,18-25,Male,Bronze
CU08364,26-35,Female,Gold
CU08365,60+,Female,Non-Member
CU08366,60+,Female,Gold
CU08367,60+,Male,Bronze
CU08368,46-60,Male,Bronze
CU08369,26-35,Female,Non-Member
CU08370,60+,Male,Gold
CU08371,36-45,Female,Gold
CU08372,26-35,Male,Gold
CU08373,18-25,Female,Non-Member
CU08374,18-25,Female,Silver
CU08375,36-45,Male,Bronze
CU08376,46-60,Male,Gold
CU08377,46-60,Male,Gold
CU08378,36-45,Female,Gold
CU08379,36-45,Male,Gold
CU08380,26-35,Female,Bronze
CU08381,46-60,Male,Gold
CU08382,26-35,Female,Silver
CU08383,26-35,Female,Silver
CU08384,46-60,Female,Bronze
CU08385,60+,Male,Gold
CU08386,26-35,Male,Bronze
CU08387,26-35,Male,Non-Member
CU08388,46-60,Male,Non-Member
CU08389,26-35,Male,Silver
CU08390,46-60,Female,Bronze
CU08391,36-45,Male,Non-Member
CU08392,46-60,Female,Gold
CU08393,60+,Female,Bronze
CU08394,60+,Female,Bronze
CU08395,46-60,Female,Gold
CU08396,46-60,Male,Non-Member
CU08397,26-35,Male,Silver
CU08398,26-35,Female,Gold
CU08399,60+,Male,Non-Member
CU08400,18-25,Female,Non-Member
CU08401,18-25,Female,Bronze
CU08402,60+,Male,Bronze
CU08403,26-35,Male,Bronze
CU08404,26-35,Male,Non-Member
CU08405,36-45,Male,Gold
CU08406,60+,Male,Non-Member
CU08407,18-25,Male,Bronze
CU08408,46-60,Male,Bronze
CU08409,26-35,Female,Bronze
CU08410,36-45,Male,Gold
CU08411,18-25,Female,Non-Member
CU08412,46-60,Female,Silver
CU08413,36-45,Male,Bronze
CU08414,36-45,Male,Silver
CU08415,46-60,Male,Bronze
CU08416,26-35,Male,Bronze
CU08417,26-35,Female,Non-Member
CU08418,60+,Female,Gold
CU08419,36-45,Female,Non-Member
CU08420,60+,Male,Bronze
CU08421,60+,Female,Non-Member
CU08422,60+,Female,Silver
CU08423,46-60,Female,Silver
CU08424,36-45,Female,Gold
CU08425,18-25,Female,Gold
CU08426,18-25,Female,Bronze
CU08427,36-45,Female,Silver
CU08428,60+,Female,Bronze
CU08429,26-35,Male,Silver
CU08430,60+,Female,Bronze
CU08431,26-35,Female,Gold
CU08432,36-45,Female,Gold
CU08433,26-35,Male,Gold
CU08434,26-35,Male,Non-Member
CU08435,60+,Male,Non-Member
CU08436,26-35,Female,Silver
CU08437,46-60,Male,Bronze
CU08438,46-60,Female,Silver
CU08439,18-25,Female,Bronze
CU08440,36-45,Male,Gold
CU08441,18-25,Female,Bronze
CU08442,60+,Male,Bronze
CU08443,60+,Male,Non-Member
CU08444,18-25,Female,Bronze
CU08445,60+,Female,Bronze
CU08446,60+,Female,Bronze
CU08447,36-45,Female,Bronze
CU08448,18-25,Male,Non-Member
CU08449,36-45,Female,Silver
CU08450,26-35,Female,Gold
CU08451,36-45,Female,Silver
CU08452,26-35,Female,Gold
CU08453,46-60,Female,Non-Member
CU08454,18-25,Male,Silver
CU08455,18-25,Female,Gold
CU08456,60+,Male,Silver
CU08457,46-60,Female,Gold
CU08458,26-35,Female,Gold
CU08459,18-25,Male,Bronze
CU08460,60+,Male,Silver
CU08461,60+,Female,Silver
CU08462,36-45,Female,Bronze
CU08463,46-60,Male,Silver
CU08464,46-60,Female,Non-Member
CU08465,26-35,Male,Non-Member
CU08466,26-35,Female,Silver
CU08467,36-45,Male,Bronze
CU08468,36-45,Male,Bronze
CU08469,36-45,Female,Non-Member
CU08470,26-35,Female,Bronze
CU08471,26-35,Male,Gold
CU08472,18-25,Male,Bronze
CU08473,26-35,Male,Non-Member
CU08474,36-45,Male,Silver
CU08475,36-45,Female,Gold
CU08476,46-60,Female,Silver
CU08477,26-35,Female,Non-Member
CU08478,36-45,Male,Non-Member
CU08479,60+,Male,Silver
CU08480,60+,Male,Non-Member
CU08481,18-25,Male,Gold
CU08482,18-25,Female,Non-Member
CU08483,36-45,Male,Gold
CU08484,60+,Male,Silver
CU08485,46-60,Male,Silver
CU08486,26-35,Male,Silver
CU08487,18-25,Male,Gold
CU08488,36-45,Female,Non-Member
CU08489,60+,Male,Non-Member
CU08490,26-35,Female,Bronze
CU08491,18-25,Male,Silver
CU08492,18-25,Male,Bronze
CU08493,36-45,Male,Non-Member
CU08494,36-45,Male,Gold
CU08495,60+,Male,Bronze
CU08496,26-35,Female,Gold
CU08497,60+,Male,Gold
CU08498,60+,Female,Non-Member
CU08499,26-35,Male,Gold
CU08500,46-60,Female,Bronze
CU08501,26-35,Male,Non-Member
CU08502,36-45,Female,Non-Member
CU08503,18-25,Female,Gold
CU08504,18-25,Male,Non-Member
CU08505,46-60,Male,Non-Member
CU08506,46-60,Female,Bronze
CU08507,46-60,Female,Non-Member
CU08508,60+,Male,Bronze
CU08509,36-45,Male,Bronze
CU08510,36-45,Male,Non-Member
CU08511,36-45,Female,Silver
CU08512,18-25,Female,Silver
CU08513,18-25,Male,Silver
CU08514,60+,Female,Gold
CU08515,36-45,Female,Gold
CU08516,26-35,Male,Bronze
CU08517,46-60,Male,Bronze
CU08518,46-60,Female,Non-Member
CU08519,46-60,Female,Silver
CU08520,60+,Female,Non-Member
CU08521,18-25,Female,Silver
CU08522,26-35,Female,Bronze
CU08523,18-25,Male,Non-Member
CU08524,36-45,Female,Bronze
CU08525,60+,Female,Non-Member
CU08526,46-60,Male,Silver
CU08527,60+,Female,Non-Member
CU08528,36-45,Female,Silver
CU08529,18-25,Male,Bronze
CU08530,18-25,Female,Bronze
CU08531,18-25,Female,Silver
CU08532,46-60,Male,Non-Member
CU08533,36-45,Male,Non-Member
CU08534,46-60,Male,Silver
